Key,Title,Description,Temporal Date From,Temporal Date To,Spatial Extent,Access Data link,Access Metadata link
TERN/affb7f21-a202-417b-b66f-8736067ed9c8,Boyagin Flux Data Collection,"This dataset consists of measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer in semi-arid eucalypt woodland using eddy covariance techniques. <br /> <br /> The flux station was established in 2017 in Wandoo Woodland, which is surrounded by broadacre farming. About 80% of the overstorey cover is <em>Eucalyptus accedens</em> Climate information comes from the nearby Pingelly BoM AWS station 010626 (1991 to 2016) and shows mean annual precipitation is approximately 445 mm with highest rainfall in June and July of 81 mm each month. Maximumum and minuimum annual rainfall is 775 and 217 mm, respectively. Maximum temperatures range from 31.9 C (in Jan) to 15.4 C (in July), while minimum temperatures range from 5.5 C (in July) to 16.0 C (in Feb). The Noongar people are the traditional owners at Boyagin. <br />For additional site information, see https://www.tern.org.au/tern-observatory/tern-ecosystem-processes/boyagin-wandoo-woodland-supersite/ . <br /><br />This data is also available at http://data.ozflux.org.au .",2017-12-04,,POINT (116.938559 -32.477093),https://shared.tern.org.au/rocrate/affb7f21-a202-417b-b66f-8736067ed9c8/download | https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Boyagin/catalog.html,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/affb7f21-a202-417b-b66f-8736067ed9c8
TERN/b093734a-b79a-4bd8-9f1d-7b439af8888c,Wombat State Forest Flux Data Release 2024_v2,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>Wombat State Forest site is a secondary re-growth forest that was last harvested in 1980. Dominant tree species are <em>Eucalyptus obliqua</em> (messmate stringybark), <em>Eucalyptus radiata</em> (narrow leaf peppermint) and <em>Eucalyptus rubida</em> (candlebark) with an average canopy height of 25 m. The understorey consists mainly of patchy grasses and the soil is a silty-clay overlying clay. The forest is managed by the Department of Sustainability and Environment and management includes selective harvesting and prescribed burning regimes. The climate of the study area is classified as cool-temperate to Mediterranean with cold and wet winters (May-August) and warm and dry summers (December-February) with temperatures between 1 and 30 C and mean annual air temperature of 12.1 C. Annual rainfall is approximately 871 mm (142 year long-term average). Coherent automated measurements of soil greenhouse gas fluxes (CO<sub>2</sub>, CH<sub>4</sub> and N<sub>2</sub>O) were collected using a trailer-mounted mobile laboratory - Fourier transform infra-red (FTIR) spectrometer from 2010 to 2016. Measurement height was originally 30 m but increased to 33 m in January 2017.</br>",2010-01-20,2021-05-29,POINT (144.0944 -37.4222),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/WombatStateForest/2024_v2/catalog.html | https://shared.tern.org.au/rocrate/b093734a-b79a-4bd8-9f1d-7b439af8888c/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/b093734a-b79a-4bd8-9f1d-7b439af8888c
TERN/b1959d05-ac69-42df-bd2c-c94f663663f4,Arcturus Emerald Flux Data Release 2023_v2,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.15) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br> The Arcturus greenhouse gas (GHG) monitoring station was established in July 2010, 48 km southeast of Emerald, Queensland. Flux tower measurements were carried out from June 2011 to early 2014. The station was part of a collaborative project between Geoscience Australia (GA) and CSIRO Marine and Atmospheric Research (CMAR). The elevation of the site is approximately 170 m asl and mean annual precipitation is 572 mm. The tower bordered 2 land use types to the west lightly forested tussock grasslands; to the east crop lands, cycling through fallow periods. The instruments were installed on a square lattice tower with an adjustable pulley lever system to raise and lower the instrument arm. The tower was 5.6 m tall with the instrument mast extending a further 1.1 m above, totalling a height of 6.7 m. Fluxes of heat, water vapour, methane and carbon dioxide were measured using the open-path eddy flux technique. Supplementary measurements above the canopy included temperature, humidity, windspeed, wind direction, rainfall, and the four components of net radiation. Soil heat flux, soil moisture and soil temperature measurements were also collected. <br />",2011-06-10,2013-12-31,POINT (148.4746 -23.8587),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Emerald/2023_v2/catalog.html | https://shared.tern.org.au/rocrate/b1959d05-ac69-42df-bd2c-c94f663663f4/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/b1959d05-ac69-42df-bd2c-c94f663663f4
TERN/b1fe949a-2be9-4360-bf85-88331fcac553,Dry River Flux Data Release 2025_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.18) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br><br> The site is classified as open forest savanna. The overstory is co-dominated by tree species <em>Eucalyptus tetrodonta</em>, <em>Eucalyptus dichromophloia</em>, <em>Corymbia terminalis</em>, <em>Sorghum intrans</em>, <em>Sorghum plumosum</em>, <em>Themeda triandra</em> and <em>Chrysopogon fallax</em>, with canopy height averaging 12.3 m. Elevation of the site is close to 175 m and mean annual precipitation from a nearby Bureau of Meteorology site measures 895.3 mm. Maximum temperatures range from 29.1 C (in June) to 37.6 C (in July), while minimum temperatures range from 14.6 C (in July) to 24.8 C (in November). Maximum temperatures vary seasonally by 8.5 C and minimum by 10.2 C. <br /><br /> The instrument mast is 15 m tall. Heat, water vapour and carbon dioxide measurements are taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation are measured above the canopy. Soil heat fluxes are measured and soil moisture content is gathered using time domain reflectometry. <br /> Ancillary measurements taken at the site include LAI, leaf-scale physiological properties (gas exchange, leaf isotope ratios, nitrogen and chlorophyll concentrations), vegetation optical properties and soil physical properties. Airborne based remote sensing (Lidar and hyperspectral measurements) was carried out across the site in September 2008. <br /><br />",2009-10-25,2025-02-02,POINT (132.3706 -15.2588),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/DryRiver/2025_v1/catalog.html | https://shared.tern.org.au/rocrate/b1fe949a-2be9-4360-bf85-88331fcac553/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/b1fe949a-2be9-4360-bf85-88331fcac553
TERN/b36e5784-7ac9-4ae6-9e84-4835a19ba84a,Daly Pasture Flux Data Release 2023_v1,"This data release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer in semi-arid eucalypt woodland using eddy covariance techniques. It been processed using PyFluxPro (v3.5.0) as described in Isaac et al. (2017), <a href=""https://doi.org/10.5194/bg-14-2903-2017"">https://doi.org/10.5194/bg-14-2903-2017</a>. PyFluxPro takes data recorded at the flux tower and process this data to a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER). For more information about the processing levels, see <a href=""https://github.com/OzFlux/PyFluxPro/wiki"">https://github.com/OzFlux/PyFluxPro/wiki</a>. <br /> <br /> The site was identified as tropical pasture dominated by species <em>Chamaecrista rotundifolia</em> (Round-leaf cassia cv. Wynn), <em>Digitaria milijiana</em> (Jarra grass) and <em>Aristida sp.</em> standing at approximately 0.3m tall. The soil at the site was a mixture of red kandosol and deep sand. Elevation of the site was close to 70m and mean annual precipitation at a nearby Bureau of Meteorology site was 1250mm. Maximum temperatures ranged from 37.5 C (in October) to 31.2 C (in June), while minimum temperatures ranged from 12.6 C (in July) to 23.8 C (in January). Maximum temperatures varied on a seasonal basis between 6.3 C while minimum temperatures varied by 11.2 C. <br /> <br /> The instrument mast was 15 meters tall. Heat, water vapour and carbon dioxide measurements were taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation were measured. <br />Ancillary measurements taken at the site included LAI, leaf-scale physiological properties (gas exchange, leaf isotope ratios, N and chlorophyll concentrations), vegetation optical properties and soil physical properties. Airborne based remote sensing (Lidar and hyperspectral measurements) was carried out across the transect in September 2008. <br /> The site was destroyed by fire in September 2013. <br />",2008-01-01,2013-09-08,POINT (131.3181 -14.0633),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/DalyPasture/2023_v1/catalog.html | https://shared.tern.org.au/rocrate/b36e5784-7ac9-4ae6-9e84-4835a19ba84a/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/b36e5784-7ac9-4ae6-9e84-4835a19ba84a
TERN/b3e76781-ccad-41b7-8def-fbcb85ec45b2,Silver Plains Flux Data Release 2024_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>Silver Plains Flux Station was established in 2019 in Interlaken, on the Tasmanian Central Plateau, on land owned and managed by the Tasmanian Land Conservancy.</br>",2020-01-01,2023-03-29,POINT (147.087 -42.090556),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/SilverPlains/2024_v1/catalog.html | https://shared.tern.org.au/rocrate/b3e76781-ccad-41b7-8def-fbcb85ec45b2/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/b3e76781-ccad-41b7-8def-fbcb85ec45b2
TERN/b448fc02-2f0e-4a27-8d0f-8542e0fc6dc9,Tumbarumba Flux Data Release 2021_v1,"This data release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer in semi-arid eucalypt woodland using eddy covariance techniques. It been processed using PyFluxPro (v3.3.0) as described in Isaac et al. (2017), <a href=""https://doi.org/10.5194/bg-14-2903-2017"">https://doi.org/10.5194/bg-14-2903-2017</a>. PyFluxPro takes data recorded at the flux tower and process this data to a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER). For more information about the processing levels, see <a href=""https://github.com/OzFlux/PyFluxPro/wiki"">https://github.com/OzFlux/PyFluxPro/wiki</a>. <br /> <br /> The Tumbarumba flux station is located in the Bago State Forest in south eastern New South Wales. It was established in 2000 and is managed by CSIRO Marine and Atmospheric Research. The forest is classified as wet sclerophyll, the dominant species is Eucalyptus delegatensis, and average tree height is 40m. Elevation of the site is 1200m and mean annual precipitation is 1000mm. The Bago and Maragle State Forests are adjacent to the south west slopes of southern New South Wales and the 48,400 ha of native forest have been managed for wood production for over 100 years. The instrument mast is 70m tall. Fluxes of heat, water vapour and carbon dioxide are measured using the open-path eddy flux technique. Supplementary measurements above the canopy include temperature, humidity, wind speed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation. Profiles of temperature, humidity and CO2 are measured at seven levels within the canopy. Soil moisture content is measured using Time Domain reflectometry, while soil heat fluxes and temperature are also measured. Hyper-spectral radiometric measurements are being used to determine canopy leaf-level properties. The Tumbarumba flux station is supported by TERN and the DCCEE through the ACCSP. <br />For additional site information, see https://www.tern.org.au/tern-observatory/tern-ecosystem-processes/tumbarumba-wet-eucalypt-supersite/. <br /><br />",2002-01-07,2019-12-31,POINT (148.1516 -35.6566),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Tumbarumba/2021_v1/catalog.html | https://shared.tern.org.au/rocrate/b448fc02-2f0e-4a27-8d0f-8542e0fc6dc9/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/b448fc02-2f0e-4a27-8d0f-8542e0fc6dc9
TERN/b4ebbf91-38d5-4140-846f-1deee477fe9e,Alpine Peatland Flux Data Collection,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.15) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>The Alpine Peatland flux station was established in 2017 at Heathy Spur I, an alpine sphagnum bog on the Bogong High Plains recognised by Parks Victoria as a reference ecosystem for this endangered ecological community. The vegetation is dominated by the peat-forming moss <em>Sphagnum cristatum</em>, as well as typical peatland species including candle heath (<em>Richea continentis</em>), alpine baeckea (<em>Baeckea gunniana</em>) and rope rush (<em>Empodisma minus</em>). The Alpine Peatland tower typically experiences a mild growing season from October to June and 2-3 months of snow cover from July to September.<br />",2017-04-12,,POINT (147.3208 -36.8607),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/AlpinePeatland/catalog.html | https://shared.tern.org.au/rocrate/b4ebbf91-38d5-4140-846f-1deee477fe9e/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/b4ebbf91-38d5-4140-846f-1deee477fe9e
TERN/b5742717-195e-48e5-ac33-4a97664ce525,Yarramundi Control Flux Data Release 2024_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br><br> The Yarramundi Control Paddock site is located near Richmond, NSW (GPS coordinates -33.613469, 150.734864). The site is about 1 km east of the Cumberland Plain Woodland flux tower. The climate is warm-temperate, with annual rainfall averaging 728 mm, mean maximum temperature in January of 30.4 C and mean minimum temperature in July of 3.6 C (BOM station 067105). The elevation of the site is about 20 m asl and the topography is flat. The soil is sandy loam in texture, organic carbon content is <1% nutrient availability is very low in the top 10 cm; iron concretions below 50 cm indicate poor drainage at times. The vegetation canopy is less than 1 m tall, and the plant community is dominated by exotic herbaceous perennials, including <em>Conyza sumatrensis</em>, <em>Setaria parviflora</em>, <em>Cynodon dactylon</em>, <em>Commelina cyanea</em>, <em>Senecio madagascariensis</em>, and <em>Eragrostis curvula</em>. <br /> <br> Fluxes of water vapour, carbon dioxide and heat are quantified with the open-path eddy flux technique from a 2.5 m tall mast. Additional measurements above the canopy include temperature, humidity, rainfall and net radiation, and photographs are taken several times per day to track canopy greenness.</br>",2019-11-01,2023-12-31,POINT (150.734711 -33.613884),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/YarramundiControl/2024_v1/catalog.html | https://shared.tern.org.au/rocrate/b5742717-195e-48e5-ac33-4a97664ce525/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/b5742717-195e-48e5-ac33-4a97664ce525
TERN/b66d399a-8d40-4e68-a820-c2e06689ac8b,Gingin Flux Data Release 2022_v1,"This data release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer in semi-arid eucalypt woodland using eddy covariance techniques. It been processed using PyFluxPro (v3.3.3) as described in Isaac et al. (2017), <a href=""https://doi.org/10.5194/bg-14-2903-2017"">https://doi.org/10.5194/bg-14-2903-2017</a>. PyFluxPro takes data recorded at the flux tower and process this data to a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER). For more information about the processing levels, see <a href=""https://github.com/OzFlux/PyFluxPro/wiki"">https://github.com/OzFlux/PyFluxPro/wiki</a>.<br /> <br /> The Gingin site was established in June 2011 by CSIRO and is now managed by Edith Cowan University Centre for Ecosystem Management. The site is a natural woodland of high species diversity. The overstorey is dominated by Banksia spp. mainly B. menziesii, B. attenuata, and B. grandis with a height of around 7m and leaf area index of about 0.8. There are occasional stands of eucalypts and acacia that reach to 10m and have a denser foliage cover. There are many former wetlands dotted around the woodland, most of which were inundated all winter and some had permanent water 30 years ago. The watertable has now fallen below the base of these systems and they are disconnected and are no longer permanently wet. The fine sediments, sometimes diatomaceous, hold water and they have perched watertables each winter. There is a natural progression of species accompanying this process as they gradually become more dominated by more xeric species. The soils are mainly Podosol sands, with low moisture holding capacity. Field capacity typically about 8 to 10%, and in summer these generally hold less than 2% moisture. The water tabl is at about 8.5 m below the surface, and a WA Dept of water long-term monitoring piezometer is near the base of the tower. The instrument mast is 14m tall, with the eddy covariance instruments mounted at 14.8m. Fluxes of carbon dioxide, water vapour and heat are quantified with open-path eddy covariance instrumentation. Ancillary measurements include temperature, air humidity, wind speed and direction, precipitation, incoming and outgoing shortwave radiation, incoming and outgoing long wave radiation, incoming total and diffuse PAR and reflected PAR. Soil water content and temperature are measured at six soil depths. Surface soil heat fluxes are also measured. A COSMOS Cosmic ray soil moisture instrument is installed, along with a logged piezometer, and nested piezometers installed with short screens for groundwater profile sampling. To monitor the watertable gradient, piezometers will be installed 500 m esat and west of the tower. <br/> For additional site information, see https://www.tern.org.au/tern-observatory/tern-ecosystem-processes/gingin-banksia-woodland-supersite/. <br /><br />",2011-10-13,2020-12-31,POINT (115.71377 -31.376351),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Gingin/2022_v1/catalog.html | https://shared.tern.org.au/rocrate/b66d399a-8d40-4e68-a820-c2e06689ac8b/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/b66d399a-8d40-4e68-a820-c2e06689ac8b
TERN/b6fc510f-d001-4e7d-b766-b99eab29ebcb,Sturt Plains Flux Data Release 2024_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>The site is located on a low lying plain dominated by Mitchell Grass (<em>Astrebla</em> spp.). Elevation of the site is close to 250 m and mean annual precipitation at a nearby Bureau of Meteorology site is 640 mm. Maximum temperatures range from 28.4 C (in June/ July) to 39.1 C (in December), while minimum temperatures range from 11.2 C (in July) to 24.4 C (in December).</br> <br>The instrument mast is 5 m tall. Heat, water vapour and carbon dioxide measurements are taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall and net radiation are measured. Soil heat fluxes are measured and soil moisture content is gathered using time domain reflectometry.</br> <br>Ancillary measurements taken at the site include LAI, leaf-scale physiological properties (gas exchange, leaf isotope ratios, nitrogen and chlorophyll concentrations), vegetation optical properties and soil physical properties. Airborne based remote sensing (Lidar and hyperspectral measurements) was carried out at the site in September 2008. Biomass harvest measured: mean live biomass 0.00 gm<sup>-2</sup> (standard error: 0.00), mean standing dead biomass 163.42 gm<sup>-2</sup> (standard error: 16.73), mean litter biomass 148.99 gm<sup>-2</sup> (standard error: 21.32), total mean biomass 312.40 gm<sup>-2</sup> (standard error: 30.80). Soil consists of: clay 14.47%, silt 51.23%, sand 34.30%.</br>",2008-08-28,2024-02-02,POINT (133.3502 -17.1507),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/SturtPlains/2024_v1/catalog.html | https://shared.tern.org.au/rocrate/b6fc510f-d001-4e7d-b766-b99eab29ebcb/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/b6fc510f-d001-4e7d-b766-b99eab29ebcb
TERN/b708660e-10e1-467a-be9f-b05eda462084,Gingin Flux Data Release 2024_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.4.17) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br><br> The Gingin site was established in June 2011 by CSIRO and is now managed by Edith Cowan University Centre for Ecosystem Management. The site is a natural woodland of high species diversity. The overstorey is dominated by <em>Banksia</em> spp. mainly <em>Banksia menziesii</em>, <em>Banksia attenuata</em>, and <em>Banksia grandis</em> with a height of around 7 m and leaf area index of about 0.8. There are occasional stands of eucalypts and acacia that reach to 10 m and have a denser foliage cover. There are many former wetlands dotted around the woodland, most of which were inundated all winter and some had permanent water 30 years ago. The watertable has now fallen below the base of these systems and they are disconnected and are no longer permanently wet. The fine sediments, sometimes diatomaceous, hold water and they have perched watertables each winter. There is a natural progression of species accompanying this process as they gradually become more dominated by more xeric species. The soils are mainly Podosol sands, with low moisture holding capacity. Field capacity typically about 8 to 10 %; and in summer these generally hold less than 2 % moisture. The water table is at about 8.5 m below the surface, and a WA Dept of water long-term monitoring piezometer is near the base of the tower. The instrument mast is 14.8 m tall, with the eddy covariance instruments mounted at 14.8 m. Fluxes of carbon dioxide, water vapour and heat are quantified with open-path eddy covariance instrumentation. Ancillary measurements include temperature, air humidity, wind speed and direction, precipitation, incoming and outgoing shortwave radiation, incoming and outgoing long wave radiation, incoming total and diffuse PAR and reflected PAR. Soil water content and temperature are measured at six soil depths. Surface soil heat fluxes are also measured. A COSMOS Cosmic ray soil moisture instrument is installed, along with a logged piezometer, and nested piezometers installed with short screens for groundwater profile sampling. To monitor the watertable gradient, piezometers will be installed 500 m east and west of the tower. <br/> <br/>",2011-10-13,2024-02-02,POINT (115.71377 -31.376351),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/Gingin/2024_v1/catalog.html | https://shared.tern.org.au/rocrate/b708660e-10e1-467a-be9f-b05eda462084/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/b708660e-10e1-467a-be9f-b05eda462084
TERN/ba085dbb-0203-44e6-80d2-04ea0939ae55,Alice Springs Mulga Flux Data Release 2022_v1,"This data release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer in semi-arid eucalypt woodland using eddy covariance techniques. It been processed using PyFluxPro (v3.3.3) as described in Isaac et al. (2017), <a href=""https://doi.org/10.5194/bg-14-2903-2017"">https://doi.org/10.5194/bg-14-2903-2017</a>. PyFluxPro takes data recorded at the flux tower and process this data to a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER). For more information about the processing levels, see <a href=""https://github.com/OzFlux/PyFluxPro/wiki"">https://github.com/OzFlux/PyFluxPro/wiki</a>.<br /> <br />The Alice Springs Mulga flux station is located on Pine Hill cattle station, near Alice Springs in the Northern Territory. The woodland is characterized by the Acacia aneura canopy, which is 6.5m tall on average. Elevation of the site is 606m above sea level, and the terrain is flat. Mean annual precipitation at the nearby (45km distant) Bureau of Meteorology station is 305.9mm but ranges between 100mm in 2009 to 750mm in 2010. Predominant wind directions are from the southeast and east.The extent of the woodland is 11km to the east of the flux station and 16km to the south. The soil is red sandy clay (50:50 sand:clay) overlying a 49m deep water table. Pine Hill Station is a functioning cattle station that has been in operation for longer than 50 years.The instrument mast is 13.7m tall. Fluxes of heat, water vapour and carbon are measured using the open-path eddy covariance technique at 11.6m. Supplementary measurements above the canopy include temperature and humidity (11.6m), windspeed and wind direction (9.25m), downwelling and upwelling shortwave and longwave radiation (12.2m). Precipitation is monitored in a canopy gap (2.5m). Supplementary measurements within and below the canopy include barometric pressure (1m), wind speed (2m, 4.25m and 6.5m), and temperature and humidity (2m, 4.25m and 6m). Below ground soil measurements are made in bare soil, mulga, and understory habitats and include ground heat flux (0.08m), soil temperature (0.02m 0.06m) and soil moisture (0 0.1m, 0.1 0.3m, 0.6 0.8m and 1.0 1.2m). Ancillary measurements include soil water and carbon fluxes, leaf water potential, leaf gas exchange, stem basal area, stem growth, litter production, leaf area index, stem hydraulic conductance, and carbon and water stable isotope ratios. The site was established in September 2010 in conjunction with the Woodforde River NGCRT Superscience Site and is managed by the University of Technology Sydney.<br />For additional site information, see https://www.tern.org.au/tern-observatory/tern-ecosystem-processes/alice-mulga-supersite/ <br /><br />",2010-09-03,2021-12-31,POINT (133.2493 -22.2828),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/AliceSpringsMulga/2022_v1/catalog.html | https://shared.tern.org.au/rocrate/ba085dbb-0203-44e6-80d2-04ea0939ae55/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/ba085dbb-0203-44e6-80d2-04ea0939ae55
TERN/ba1949ea-8f07-4cbf-a194-2275ce41e015,Adelaide River Flux Data Release 2023_v1,"<br>This release consists of flux tower measurements of the exchange of energy and mass between the surface and the atmospheric boundary-layer using eddy covariance techniques. Data were processed using PyFluxPro (v3.5.0) as described by Isaac et al. (2017). PyFluxPro produces a final, gap-filled product with Net Ecosystem Exchange (NEE) partitioned into Gross Primary Productivity (GPP) and Ecosystem Respiration (ER).</br> <br>The ecosystem was dominated by <em>Eucalyptus tectifica</em> and <em>Planchonia careya</em>.</br> <br>Elevation of the site was close to 90 m and mean annual precipitation at a nearby Bureau of Meteorology site was 1730 mm. Maximum temperatures ranged from 31.4 C (in June) to 36.8 C (in October) while minimum temperatures range from 16.2 C (in July) to 25.1 C (in December). Maximum temperature varied seasonally by approximately 5.4 C and minimum temperatures varied by approximately 8.9 C. The instrument mast was 15 m tall. Heat, water vapour and carbon dioxide measurements were taken using the open-path eddy flux technique. Temperature, humidity, wind speed, wind direction, rainfall, incoming and reflected shortwave radiation and net radiation were measured above the canopy. Soil heat fluxes are measured and soil moisture content was gathered using time domain reflectometry.</br>",2007-10-17,2009-05-24,POINT (131.1178 -13.0769),https://dap.tern.org.au/thredds/catalog/ecosystem_process/ozflux/AdelaideRiver/2023_v1/catalog.html | https://shared.tern.org.au/rocrate/ba1949ea-8f07-4cbf-a194-2275ce41e015/download,https://geonetwork.tern.org.au/geonetwork/srv/eng/catalog.search#/metadata/ba1949ea-8f07-4cbf-a194-2275ce41e015
